State,Region,Atoll,Name,Type,Latitude,Longitude,H3_res5,H3_res6
Yap,Outer,Ngulu Atoll,West Passage,Very deep passage,8.306709,137.481234,85722577fffffff,867225777ffffff
Yap,Outer,Ngulu Atoll,Zoniparegoku Passage,Deep passage,8.401431,137.375401,8572250ffffffff,8672250d7ffffff
Yap,Outer,Ngulu Atoll,Zoniyarangachieru Passage,Very deep passage,8.395042,137.413734,8572250ffffffff,8672250dfffffff
Yap,Outer,Ngulu Atoll,Zoroppu Passage,Very deep passage,8.368931,137.464568,8572250ffffffff,8672250dfffffff
Yap,Outer,Olimarao Atoll,,Shallow passage,7.676942,145.871967,8572630ffffffff,8672630f7ffffff
Yap,Outer,Olimarao Atoll,,Shallow passage,7.678635,145.864679,8572630ffffffff,8672630f7ffffff
Yap,Outer,Olimarao Atoll,,Shallow passage,7.680184,145.859859,8572630ffffffff,8672630f7ffffff
Yap,Outer,Ulithi,Ulithi Civil Airfield,Airfield,10.020386111111112,139.78897777777777,857351cffffffff,867351cefffffff
Yap,Outer,Ulithi Atoll,Dao Channel,Shallow passage,10.072335,139.653265,857351c3fffffff,867351c1fffffff
Yap,Outer,Ulithi Atoll,Dochirichi Channel,Very deep passage,10.024278,139.781043,857351cffffffff,867351cefffffff
Yap,Outer,Ulithi Atoll,Dowarugui Channel,Submerged reef,10.029834,139.746321,857351cffffffff,867351ce7ffffff
Yap,Outer,Ulithi Atoll,Hanmarin Channel,Submerged reef,10.020186,139.729001,857351cffffffff,867351ce7ffffff
Yap,Outer,Ulithi Atoll,Metaregato Channel,Submerged reef,9.77872,139.666043,85735153fffffff,867351517ffffff
Yap,Outer,Ulithi Atoll,Mugai Channel,Submerged reef,9.961222,139.699932,857351cffffffff,867351cd7ffffff
Yap,Outer,Ulithi Atoll,Piiriperiperi Channel,Deep passage,9.836776,139.640487,85735153fffffff,867351537ffffff
Yap,Outer,Ulithi Atoll,Rowaruerii Channel,Deep passage,9.858443,139.616321,85735153fffffff,867351537ffffff
Yap,Outer,Ulithi Atoll,Rowaryu Channel,Deep passage,10.018167,139.601043,857351cbfffffff,867351cafffffff
Yap,Outer,Ulithi Atoll,Towachi Channel,Deep passage,9.970389,139.605765,857351cbfffffff,867351c87ffffff
Yap,Outer,Ulithi Atoll,Towamudo Channel,Deep passage,10.000945,139.616876,857351cbfffffff,867351cafffffff
Yap,Outer,Ulithi Atoll,Zaowachiichi Channel,Very deep passage,9.889554,139.586043,857351cbfffffff,867351c9fffffff
Yap,Outer,Ulithi Atoll,Zau Channel,Deep passage,9.934277,139.674098,857351cffffffff,867351c8fffffff
Yap,Outer,Ulithi Atoll,Zowariyau Channel,Very deep passage,9.868443,139.601876,857351cbfffffff,867351c9fffffff
Yap,Outer,Ulithi Atoll,Zowariyoru Channel,Deep passage,9.853776,139.628016,85735153fffffff,867351537ffffff
Yap,Outer,Ulithi Atoll,Zowatabu Channel,Deep passage,9.845694,139.699885,85735153fffffff,867351507ffffff
Yap,Outer,West Fayu Atoll,,Deep passage,8.072166,146.727745,85726ec7fffffff,86726ec47ffffff
Yap,Outer,West Fayu Atoll,,Shallow passage,8.067786,146.722937,85726ec7fffffff,86726ec47ffffff
Yap,Outer,West Fayu Atoll,,Shallow passage,8.06373,146.704061,85726ec7fffffff,86726ec47ffffff
Yap,Outer,Woleai,Woleai Civil Airfield,Airfield,7.376833333333333,143.90848333333335,85727523fffffff,867275207ffffff
Yap,Outer,Woleai Atoll,,Shallow passage,7.364096,143.886037,85727523fffffff,867275217ffffff
Yap,Outer,Woleai Atoll,,Shallow passage,7.341584,143.883935,85727523fffffff,867275217ffffff
Yap,Outer,Woleai Atoll,North Channel,Deep passage,7.362612,143.866025,85727523fffffff,86727538fffffff
Yap,Outer,Woleai Atoll,Orarai Channel,Submerged reef,7.326908,143.859591,8572753bfffffff,8672752a7ffffff
Yap,Outer,Woleai Atoll,Raur Channel,Deep passage,7.341075,143.89848,85727523fffffff,867275217ffffff
Yap,Outer,Woleai Atoll,West Channel,Deep passage,7.341908,143.831813,8572753bfffffff,86727538fffffff
Yap,Outer,Zohhoiiyoru Bank,,Submerged reef,9.784502,139.96536,85735147fffffff,867351467ffffff
